STUDENT,AIRPLANE,INSTUCTOR,TAKEOFF,LANDING,FILED,AREA
S02297,548QR,I010,2019-05-28T13:00:00-04:00,2019-05-28T16:00:00-04:00,VFR,Practice Area
S01593,684TM,I096,2019-05-28T13:00:00-04:00,2019-05-28T16:00:00-04:00,VFR,Practice Area
S02286,254SE,I032,2019-05-28T14:00:00-04:00,2019-05-28T16:00:00-04:00,VFR,Pattern
S02251,548QR,I010,2019-05-28T08:00:00-04:00,2019-05-28T10:00:00-04:00,VFR,Pattern
S02014,157ZA,I096,2019-05-28T09:00:00-04:00,2019-05-28T11:00:00-04:00,VFR,Pattern
S02216,548QR,I010,2019-05-28T10:00:00-04:00,2019-05-28T12:00:00-04:00,VFR,Pattern
S01585,157ZA,I096,2019-05-28T11:00:00-04:00,2019-05-28T13:00:00-04:00,VFR,Pattern
S02359,254SE,I010,2019-05-28T16:00:00-04:00,2019-05-28T18:00:00-04:00,VFR,Pattern
S00847,254SE,,2019-05-28T11:00:00-04:00,2019-05-28T13:00:00-04:00,IFR,Pattern
S02160,426JQ,I061,2019-05-29T14:00:00-04:00,2019-05-29T17:00:00-04:00,VFR,Cross Country
S02073,811AX,I076,2019-05-29T13:00:00-04:00,2019-05-29T15:00:00-04:00,VFR,Pattern
S02084,133CZ,I053,2019-05-29T13:00:00-04:00,2019-05-29T15:00:00-04:00,VFR,Pattern
S02072,811AX,I076,2019-05-29T15:00:00-04:00,2019-05-29T17:00:00-04:00,VFR,Pattern
S01943,133CZ,I053,2019-05-29T15:00:00-04:00,2019-05-29T17:00:00-04:00,VFR,Pattern
S01928,133CZ,I061,2019-05-29T10:00:00-04:00,2019-05-29T12:00:00-04:00,VFR,Pattern
S01563,548QR,I057,2019-05-29T15:00:00-04:00,2019-05-29T17:00:00-04:00,VFR,Pattern
S02295,426JQ,I061,2019-05-29T12:00:00-04:00,2019-05-29T14:00:00-04:00,VFR,Pattern
S01772,811AX,I057,2019-05-29T17:00:00-04:00,2019-05-29T19:00:00-04:00,VFR,Pattern
S01683,684TM,I077,2019-05-29T14:00:00-04:00,2019-05-29T16:00:00-04:00,VFR,Practice Area
S01939,133CZ,I032,2019-05-29T17:00:00-04:00,2019-05-29T19:00:00-04:00,VFR,Practice Area
S01806,738GG,I060,2019-05-29T14:00:00-04:00,2019-05-29T17:00:00-04:00,VFR,Practice Area
S01593,254SE,I032,2019-05-29T14:00:00-04:00,2019-05-29T16:00:00-04:00,VFR,Pattern
S02251,548QR,I003,2019-05-29T13:00:00-04:00,2019-05-29T15:00:00-04:00,VFR,Pattern
S01712,157ZA,I096,2019-05-29T14:00:00-04:00,2019-05-29T16:00:00-04:00,VFR,Practice Area
S01988,385AT,I003,2019-05-29T15:00:00-04:00,2019-05-29T17:00:00-04:00,VFR,Pattern
S01064,254SE,I032,2019-05-29T19:00:00-04:00,2019-05-29T21:00:00-04:00,IFR,Pattern
S00564,548QR,I060,2019-05-29T19:00:00-04:00,2019-05-29T21:00:00-04:00,IFR,Pattern
S01794,385AT,I077,2019-05-29T12:00:00-04:00,2019-05-29T14:00:00-04:00,VFR,Pattern
S02265,133CZ,I072,2019-05-30T09:00:00-04:00,2019-05-30T11:00:00-04:00,VFR,Pattern
S01868,426JQ,I076,2019-05-30T09:00:00-04:00,2019-05-30T11:00:00-04:00,VFR,Practice Area
S02072,426JQ,I072,2019-05-30T11:00:00-04:00,2019-05-30T13:00:00-04:00,VFR,Practice Area
S01943,811AX,I076,2019-05-30T11:00:00-04:00,2019-05-30T13:00:00-04:00,VFR,Pattern
S01759,426JQ,I076,2019-05-30T13:00:00-04:00,2019-05-30T15:00:00-04:00,VFR,Pattern
S02271,811AX,I072,2019-05-30T13:00:00-04:00,2019-05-30T15:00:00-04:00,VFR,Pattern
S02156,133CZ,I057,2019-05-30T15:00:00-04:00,2019-05-30T17:00:00-04:00,VFR,Pattern
S02197,811AX,I076,2019-05-30T15:00:00-04:00,2019-05-30T17:00:00-04:00,VFR,Pattern
S01937,426JQ,I072,2019-05-30T15:00:00-04:00,2019-05-30T17:00:00-04:00,VFR,Pattern
S01979,811AX,I077,2019-05-30T09:00:00-04:00,2019-05-30T11:00:00-04:00,VFR,Pattern
S02186,133CZ,I077,2019-05-30T11:00:00-04:00,2019-05-30T13:00:00-04:00,VFR,Pattern
S01917,133CZ,I077,2019-05-30T13:00:00-04:00,2019-05-30T15:00:00-04:00,VFR,Pattern
S02091,133CZ,I057,2019-05-30T17:00:00-04:00,2019-05-30T19:00:00-04:00,VFR,Pattern
S01812,684TM,I060,2019-05-30T14:00:00-04:00,2019-05-30T17:00:00-04:00,VFR,Practice Area
S01621,254SE,I032,2019-05-30T14:00:00-04:00,2019-05-30T16:00:00-04:00,VFR,Practice Area
S01824,548QR,I077,2019-05-30T15:00:00-04:00,2019-05-30T17:00:00-04:00,VFR,Practice Area
S01585,157ZA,I032,2019-05-30T16:00:00-04:00,2019-05-30T18:00:00-04:00,VFR,Practice Area
S01571,548QR,I060,2019-05-30T17:00:00-04:00,2019-05-30T19:00:00-04:00,VFR,Practice Area
S02359,684TM,I003,2019-05-30T08:00:00-04:00,2019-05-30T10:00:00-04:00,VFR,Pattern
S01542,254SE,I003,2019-05-30T10:00:00-04:00,2019-05-30T12:00:00-04:00,VFR,Pattern
S02348,157ZA,I003,2019-05-30T12:00:00-04:00,2019-05-30T14:00:00-04:00,VFR,Pattern
S01064,684TM,I032,2019-05-30T19:00:00-04:00,2019-05-30T21:00:00-04:00,IFR,Practice Area
S01902,157ZA,I003,2019-05-30T14:00:00-04:00,2019-05-30T16:00:00-04:00,VFR,Pattern
S02342,254SE,I003,2019-05-30T16:00:00-04:00,2019-05-30T18:00:00-04:00,VFR,Pattern
S01868,426JQ,I072,2019-05-31T11:00:00-04:00,2019-05-31T13:00:00-04:00,VFR,Pattern
S01759,811AX,I076,2019-05-31T11:00:00-04:00,2019-05-31T13:00:00-04:00,VFR,Pattern
S02271,426JQ,I072,2019-05-31T13:00:00-04:00,2019-05-31T15:00:00-04:00,VFR,Pattern
S02156,811AX,I076,2019-05-31T13:00:00-04:00,2019-05-31T15:00:00-04:00,VFR,Pattern
S02197,426JQ,I076,2019-05-31T15:00:00-04:00,2019-05-31T17:00:00-04:00,VFR,Pattern
S01937,811AX,I080,2019-05-31T15:00:00-04:00,2019-05-31T17:00:00-04:00,VFR,Pattern
S02109,133CZ,I072,2019-05-31T15:00:00-04:00,2019-05-31T17:00:00-04:00,VFR,Pattern
S01979,426JQ,I057,2019-05-31T17:00:00-04:00,2019-05-31T19:00:00-04:00,VFR,Pattern
S02186,133CZ,I080,2019-05-31T17:00:00-04:00,2019-05-31T19:00:00-04:00,VFR,Pattern
S01977,133CZ,I097,2019-05-31T12:00:00-04:00,2019-05-31T15:00:00-04:00,VFR,Practice Area
S01646,811AX,I060,2019-05-31T17:00:00-04:00,2019-05-31T19:00:00-04:00,VFR,Pattern
S01957,426JQ,I010,2019-05-31T08:00:00-04:00,2019-05-31T10:00:00-04:00,VFR,Pattern
S02295,133CZ,I003,2019-05-31T08:00:00-04:00,2019-05-31T10:00:00-04:00,VFR,Pattern
S01999,811AX,I076,2019-05-31T09:00:00-04:00,2019-05-31T11:00:00-04:00,VFR,Pattern
S01712,684TM,I057,2019-05-31T15:00:00-04:00,2019-05-31T17:00:00-04:00,VFR,Practice Area
S02222,738GG,I077,2019-05-31T11:00:00-04:00,2019-05-31T13:00:00-04:00,VFR,Pattern
S02213,738GG,I077,2019-05-31T13:00:00-04:00,2019-05-31T15:00:00-04:00,VFR,Pattern
S02348,157ZA,I032,2019-05-31T14:00:00-04:00,2019-05-31T16:00:00-04:00,IFR,Pattern
S01902,254SE,I060,2019-05-31T14:00:00-04:00,2019-05-31T16:00:00-04:00,VFR,Pattern
S02342,548QR,I077,2019-05-31T15:00:00-04:00,2019-05-31T17:00:00-04:00,VFR,Pattern
S02178,157ZA,I032,2019-05-31T16:00:00-04:00,2019-05-31T18:00:00-04:00,VFR,Pattern
S01976,548QR,I003,2019-05-31T11:00:00-04:00,2019-05-31T13:00:00-04:00,VFR,Pattern
S02097,254SE,I010,2019-05-31T11:00:00-04:00,2019-05-31T13:00:00-04:00,VFR,Pattern
S01924,684TM,I003,2019-05-31T13:00:00-04:00,2019-05-31T15:00:00-04:00,VFR,Pattern
S01602,548QR,,2019-05-31T08:00:00-04:00,2019-05-31T10:00:00-04:00,VFR,Pattern
S02148,548QR,I010,2019-05-31T13:00:00-04:00,2019-05-31T15:00:00-04:00,VFR,Pattern
S02277,738GG,I097,2019-05-31T15:00:00-04:00,2019-05-31T17:00:00-04:00,VFR,Pattern
S01660,254SE,I010,2019-05-31T16:00:00-04:00,2019-05-31T18:00:00-04:00,VFR,Pattern
S02285,738GG,I003,2019-05-31T17:00:00-04:00,2019-05-31T19:00:00-04:00,VFR,Pattern
S01667,133CZ,I072,2019-06-01T09:00:00-04:00,2019-06-01T11:00:00-04:00,VFR,Pattern
S01831,426JQ,I053,2019-06-01T10:00:00-04:00,2019-06-01T12:00:00-04:00,VFR,Practice Area
S02210,811AX,I061,2019-06-01T10:00:00-04:00,2019-06-01T12:00:00-04:00,VFR,Practice Area
S01506,426JQ,I072,2019-06-01T12:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Pattern
S01387,811AX,I080,2019-06-01T12:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Pattern
S01338,426JQ,I072,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01587,811AX,I057,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01922,811AX,I057,2019-06-01T16:00:00-04:00,2019-06-01T18:00:00-04:00,VFR,Pattern
S02085,426JQ,I080,2019-06-01T16:00:00-04:00,2019-06-01T18:00:00-04:00,VFR,Pattern
S02236,426JQ,I010,2019-06-01T08:00:00-04:00,2019-06-01T10:00:00-04:00,VFR,Pattern
S00829,684TM,I057,2019-06-01T11:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Practice Area
S02214,548QR,I053,2019-06-01T12:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Practice Area
S01832,254SE,I061,2019-06-01T12:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Practice Area
S01751,254SE,I053,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01725,157ZA,I080,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01738,548QR,I061,2019-06-01T14:00:00-04:00,2019-06-01T17:00:00-04:00,VFR,Practice Area
S02263,157ZA,I077,2019-06-01T10:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Cross Country
S01148,254SE,I097,2019-06-01T10:00:00-04:00,2019-06-01T12:00:00-04:00,VFR,Practice Area
S01959,684TM,I077,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01845,684TM,I060,2019-06-01T16:00:00-04:00,2019-06-01T18:00:00-04:00,VFR,Pattern
S02139,548QR,I010,2019-06-01T10:00:00-04:00,2019-06-01T12:00:00-04:00,VFR,Pattern
S02307,157ZA,I003,2019-06-01T16:00:00-04:00,2019-06-01T18:00:00-04:00,VFR,Practice Area
S01973,254SE,I010,2019-06-01T16:00:00-04:00,2019-06-01T18:00:00-04:00,VFR,Pattern
S01491,738GG,I097,2019-06-01T12:00:00-04:00,2019-06-01T14:00:00-04:00,VFR,Pattern
S00956,446BU,I060,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01800,738GG,I097,2019-06-01T14:00:00-04:00,2019-06-01T16:00:00-04:00,VFR,Pattern
S01809,738GG,I096,2019-06-01T10:00:00-04:00,2019-06-01T12:00:00-04:00,VFR,Pattern
S02033,157ZA,I003,2019-06-01T08:00:00-04:00,2019-06-01T10:00:00-04:00,VFR,Practice Area
S01365,426JQ,I072,2019-06-02T09:00:00-04:00,2019-06-02T11:00:00-04:00,VFR,Practice Area
S01472,426JQ,I053,2019-06-02T11:00:00-04:00,2019-06-02T13:00:00-04:00,VFR,Pattern
S01790,426JQ,I057,2019-06-02T13:00:00-04:00,2019-06-02T15:00:00-04:00,VFR,Practice Area
S01836,426JQ,I057,2019-06-02T16:00:00-04:00,2019-06-02T18:00:00-04:00,VFR,Pattern
S00905,738GG,I053,2019-06-02T09:00:00-04:00,2019-06-02T11:00:00-04:00,VFR,Pattern
S01044,548QR,I061,2019-06-02T09:00:00-04:00,2019-06-02T11:00:00-04:00,VFR,Pattern
S01812,548QR,I072,2019-06-02T11:00:00-04:00,2019-06-02T14:00:00-04:00,VFR,Practice Area
S01984,684TM,I080,2019-06-02T11:00:00-04:00,2019-06-02T13:00:00-04:00,VFR,Pattern
S01481,254SE,I057,2019-06-02T11:00:00-04:00,2019-06-02T13:00:00-04:00,VFR,Pattern
S01991,157ZA,I061,2019-06-02T11:00:00-04:00,2019-06-02T13:00:00-04:00,VFR,Pattern
S00841,684TM,I061,2019-06-02T13:00:00-04:00,2019-06-02T15:00:00-04:00,VFR,Pattern
S02332,254SE,I080,2019-06-02T13:00:00-04:00,2019-06-02T15:00:00-04:00,VFR,Pattern
S02119,446BU,I053,2019-06-02T13:00:00-04:00,2019-06-02T15:00:00-04:00,VFR,Pattern
S01303,157ZA,I072,2019-06-02T14:00:00-04:00,2019-06-02T16:00:00-04:00,VFR,Pattern
S02064,684TM,I080,2019-06-02T16:00:00-04:00,2019-06-02T18:00:00-04:00,VFR,Pattern
S01934,254SE,I097,2019-06-02T09:00:00-04:00,2019-06-02T11:00:00-04:00,VFR,Pattern
S02061,157ZA,I077,2019-06-02T09:00:00-04:00,2019-06-02T11:00:00-04:00,VFR,Pattern
S01381,684TM,I010,2019-06-02T08:00:00-04:00,2019-06-02T10:00:00-04:00,VFR,Pattern
S01965,548QR,I010,2019-06-02T16:00:00-04:00,2019-06-02T18:00:00-04:00,VFR,Pattern
S01640,254SE,I003,2019-06-02T16:00:00-04:00,2019-06-02T18:00:00-04:00,VFR,Pattern
S02090,738GG,I077,2019-06-02T11:00:00-04:00,2019-06-02T13:00:00-04:00,VFR,Pattern
S01954,738GG,I097,2019-06-02T13:00:00-04:00,2019-06-02T15:00:00-04:00,VFR,Pattern
S01059,738GG,I061,2019-06-02T15:00:00-04:00,2019-06-02T17:00:00-04:00,VFR,Practice Area
S01871,385AT,I003,2019-06-02T08:00:00-04:00,2019-06-02T11:00:00-04:00,VFR,Cross Country
S01880,548QR,I077,2019-06-02T14:00:00-04:00,2019-06-02T16:00:00-04:00,VFR,Pattern
S01602,157ZA,,2019-06-02T16:00:00-04:00,2019-06-02T18:00:00-04:00,VFR,Pattern
S02156,426JQ,I061,2019-06-03T09:00:00-04:00,2019-06-03T12:00:00-04:00,VFR,Cross Country
S02109,426JQ,I072,2019-06-03T12:00:00-04:00,2019-06-03T14:00:00-04:00,VFR,Pattern
S01979,426JQ,I072,2019-06-03T14:00:00-04:00,2019-06-03T16:00:00-04:00,VFR,Practice Area
S01917,426JQ,I080,2019-06-03T16:00:00-04:00,2019-06-03T18:00:00-04:00,VFR,Pattern
S01502,254SE,I076,2019-06-03T09:00:00-04:00,2019-06-03T11:00:00-04:00,VFR,Pattern
S02322,385AT,I053,2019-06-03T09:00:00-04:00,2019-06-03T11:00:00-04:00,VFR,Pattern
S01633,157ZA,I072,2019-06-03T09:00:00-04:00,2019-06-03T12:00:00-04:00,VFR,Practice Area
S02222,738GG,I053,2019-06-03T11:00:00-04:00,2019-06-03T13:00:00-04:00,VFR,Pattern
S02213,738GG,I076,2019-06-03T13:00:00-04:00,2019-06-03T15:00:00-04:00,VFR,Pattern
S02348,157ZA,I061,2019-06-03T12:00:00-04:00,2019-06-03T15:00:00-04:00,VFR,Cross Country
S02342,684TM,I076,2019-06-03T11:00:00-04:00,2019-06-03T13:00:00-04:00,VFR,Pattern
S02178,548QR,I053,2019-06-03T13:00:00-04:00,2019-06-03T15:00:00-04:00,VFR,Pattern
S02097,548QR,I053,2019-06-03T15:00:00-04:00,2019-06-03T17:00:00-04:00,VFR,Pattern
S02359,254SE,I061,2019-06-03T15:00:00-04:00,2019-06-03T17:00:00-04:00,VFR,Pattern
S02148,684TM,I076,2019-06-03T15:00:00-04:00,2019-06-03T17:00:00-04:00,VFR,Pattern
S01674,548QR,I097,2019-06-03T09:00:00-04:00,2019-06-03T11:00:00-04:00,VFR,Pattern
S02277,738GG,I032,2019-06-03T15:00:00-04:00,2019-06-03T19:00:00-04:00,VFR,Cross Country
S01706,254SE,I097,2019-06-03T11:00:00-04:00,2019-06-03T13:00:00-04:00,VFR,Pattern
S01593,684TM,I097,2019-06-03T13:00:00-04:00,2019-06-03T15:00:00-04:00,VFR,Pattern
S01819,157ZA,I097,2019-06-03T15:00:00-04:00,2019-06-03T17:00:00-04:00,VFR,Pattern
S02285,738GG,I010,2019-06-03T08:00:00-04:00,2019-06-03T10:00:00-04:00,VFR,Practice Area
S02014,548QR,I010,2019-06-03T11:00:00-04:00,2019-06-03T13:00:00-04:00,VFR,Practice Area
S02249,254SE,I010,2019-06-03T13:00:00-04:00,2019-06-03T15:00:00-04:00,VFR,Pattern
S01602,254SE,,2019-06-03T17:00:00-04:00,2019-06-03T19:00:00-04:00,VFR,Pattern
S00564,548QR,,2019-06-03T17:00:00-04:00,2019-06-03T19:00:00-04:00,IFR,Pattern
S02286,157ZA,I010,2019-06-03T17:00:00-04:00,2019-06-03T19:00:00-04:00,VFR,Pattern
S01976,436MK,I096,2019-06-03T09:00:00-04:00,2019-06-03T11:00:00-04:00,VFR,Practice Area
S02156,426JQ,I061,2019-06-04T09:00:00-04:00,2019-06-04T11:00:00-04:00,VFR,Pattern
S02109,426JQ,I076,2019-06-04T11:00:00-04:00,2019-06-04T13:00:00-04:00,VFR,Pattern
S01979,426JQ,I076,2019-06-04T13:00:00-04:00,2019-06-04T15:00:00-04:00,VFR,Practice Area
S01917,426JQ,I076,2019-06-04T15:00:00-04:00,2019-06-04T17:00:00-04:00,VFR,Pattern
S02081,426JQ,I080,2019-06-04T17:00:00-04:00,2019-06-04T19:00:00-04:00,VFR,Pattern
S02087,436MK,I053,2019-06-04T09:00:00-04:00,2019-06-04T11:00:00-04:00,VFR,Practice Area
S01824,548QR,I076,2019-06-04T09:00:00-04:00,2019-06-04T11:00:00-04:00,VFR,Practice Area
S01712,157ZA,I061,2019-06-04T11:00:00-04:00,2019-06-04T13:00:00-04:00,VFR,Practice Area
S01653,548QR,I053,2019-06-04T11:00:00-04:00,2019-06-04T13:00:00-04:00,VFR,Pattern
S01633,254SE,I061,2019-06-04T13:00:00-04:00,2019-06-04T16:00:00-04:00,VFR,Practice Area
S02222,738GG,I053,2019-06-04T13:00:00-04:00,2019-06-04T15:00:00-04:00,VFR,Pattern
S01709,157ZA,I053,2019-06-04T15:00:00-04:00,2019-06-04T17:00:00-04:00,VFR,Pattern
S02213,738GG,I097,2019-06-04T09:00:00-04:00,2019-06-04T12:00:00-04:00,VFR,Practice Area
S02348,217PQ,I097,2019-06-04T12:00:00-04:00,2019-06-04T15:00:00-04:00,VFR,Practice Area
S01760,548QR,I032,2019-06-04T14:00:00-04:00,2019-06-04T17:00:00-04:00,VFR,Practice Area
S02342,217PQ,I080,2019-06-04T15:00:00-04:00,2019-06-04T17:00:00-04:00,VFR,Pattern
S02178,157ZA,I010,2019-06-04T08:00:00-04:00,2019-06-04T10:00:00-04:00,VFR,Pattern
S02359,217PQ,I096,2019-06-04T09:00:00-04:00,2019-06-04T11:00:00-04:00,VFR,Pattern
S02277,738GG,I060,2019-06-04T15:00:00-04:00,2019-06-04T17:00:00-04:00,VFR,Pattern
S01427,157ZA,I096,2019-06-04T13:00:00-04:00,2019-06-04T15:00:00-04:00,VFR,Pattern
S02249,548QR,I032,2019-06-04T17:00:00-04:00,2019-06-04T19:00:00-04:00,VFR,Practice Area
S01602,217PQ,,2019-06-04T17:00:00-04:00,2019-06-04T19:00:00-04:00,VFR,Pattern
S02270,157ZA,I060,2019-06-04T17:00:00-04:00,2019-06-04T19:00:00-04:00,VFR,Pattern
S02156,426JQ,I053,2019-06-05T09:00:00-04:00,2019-06-05T11:00:00-04:00,VFR,Pattern
S01979,811AX,I061,2019-06-05T09:00:00-04:00,2019-06-05T11:00:00-04:00,VFR,Pattern
S01977,133CZ,I076,2019-06-05T09:00:00-04:00,2019-06-05T11:00:00-04:00,VFR,Pattern
S02081,811AX,I061,2019-06-05T11:00:00-04:00,2019-06-05T13:00:00-04:00,VFR,Pattern
S02192,133CZ,I076,2019-06-05T11:00:00-04:00,2019-06-05T13:00:00-04:00,VFR,Pattern
S01646,426JQ,I053,2019-06-05T11:00:00-04:00,2019-06-05T13:00:00-04:00,VFR,Pattern
S01957,133CZ,I077,2019-06-05T13:00:00-04:00,2019-06-05T15:00:00-04:00,IFR,Pattern
S01888,811AX,I061,2019-06-05T13:00:00-04:00,2019-06-05T15:00:00-04:00,VFR,Pattern
S01781,426JQ,I076,2019-06-05T13:00:00-04:00,2019-06-05T15:00:00-04:00,VFR,Pattern
S02273,426JQ,I061,2019-06-05T15:00:00-04:00,2019-06-05T17:00:00-04:00,VFR,Pattern
S02080,811AX,I057,2019-06-05T15:00:00-04:00,2019-06-05T17:00:00-04:00,VFR,Pattern
S01999,133CZ,I076,2019-06-05T15:00:00-04:00,2019-06-05T17:00:00-04:00,VFR,Pattern
S02198,811AX,I057,2019-06-05T17:00:00-04:00,2019-06-05T19:00:00-04:00,VFR,Pattern
S02275,426JQ,I060,2019-06-05T17:00:00-04:00,2019-06-05T19:00:00-04:00,VFR,Pattern
S02314,133CZ,I032,2019-06-05T17:00:00-04:00,2019-06-05T19:00:00-04:00,VFR,Pattern
S01824,217PQ,I053,2019-06-05T13:00:00-04:00,2019-06-05T15:00:00-04:00,VFR,Pattern
S01712,217PQ,I053,2019-06-05T15:00:00-04:00,2019-06-05T17:00:00-04:00,VFR,Pattern
S02348,548QR,I077,2019-06-05T09:00:00-04:00,2019-06-05T11:00:00-04:00,VFR,Pattern
S01760,217PQ,I077,2019-06-05T11:00:00-04:00,2019-06-05T13:00:00-04:00,VFR,Pattern
S02342,548QR,I060,2019-06-05T14:00:00-04:00,2019-06-05T16:00:00-04:00,VFR,Pattern
S01848,217PQ,I003,2019-06-05T09:00:00-04:00,2019-06-05T11:00:00-04:00,VFR,Practice Area
S02148,548QR,I003,2019-06-05T11:00:00-04:00,2019-06-05T13:00:00-04:00,VFR,Pattern
S01660,548QR,I003,2019-06-05T16:00:00-04:00,2019-06-05T19:00:00-04:00,VFR,Practice Area
S02285,738GG,I032,2019-06-05T14:00:00-04:00,2019-06-05T17:00:00-04:00,VFR,Practice Area
S01064,217PQ,,2019-06-05T17:00:00-04:00,2019-06-05T19:00:00-04:00,IFR,Pattern
S01977,426JQ,I057,2019-06-06T15:00:00-04:00,2019-06-06T17:00:00-04:00,VFR,Pattern
S02081,133CZ,I032,2019-06-06T15:00:00-04:00,2019-06-06T18:00:00-04:00,VFR,Practice Area
S02192,811AX,I072,2019-06-06T15:00:00-04:00,2019-06-06T17:00:00-04:00,VFR,Pattern
S01646,811AX,I057,2019-06-06T17:00:00-04:00,2019-06-06T19:00:00-04:00,VFR,Pattern
S01957,426JQ,I060,2019-06-06T17:00:00-04:00,2019-06-06T19:00:00-04:00,IFR,Pattern
S02190,811AX,I072,2019-06-06T10:00:00-04:00,2019-06-06T12:00:00-04:00,VFR,Pattern
S01812,684TM,I076,2019-06-06T15:00:00-04:00,2019-06-06T17:00:00-04:00,VFR,Pattern
S01709,217PQ,I060,2019-06-06T15:00:00-04:00,2019-06-06T17:00:00-04:00,VFR,Pattern
S01884,436MK,I077,2019-06-06T15:00:00-04:00,2019-06-06T17:00:00-04:00,VFR,Practice Area
S02097,548QR,I003,2019-06-06T15:00:00-04:00,2019-06-06T17:00:00-04:00,VFR,Pattern
S01848,684TM,I003,2019-06-06T17:00:00-04:00,2019-06-06T19:00:00-04:00,VFR,Pattern
S01602,548QR,,2019-06-06T17:00:00-04:00,2019-06-06T19:00:00-04:00,VFR,Pattern
S00564,217PQ,,2019-06-06T17:00:00-04:00,2019-06-06T19:00:00-04:00,IFR,Pattern
S01064,217PQ,I032,2019-06-06T19:00:00-04:00,2019-06-06T21:00:00-04:00,IFR,Practice Area
S01888,133CZ,I072,2019-06-07T11:00:00-04:00,2019-06-07T13:00:00-04:00,VFR,Pattern
S01781,811AX,I076,2019-06-07T11:00:00-04:00,2019-06-07T13:00:00-04:00,VFR,Pattern
S02273,133CZ,I072,2019-06-07T13:00:00-04:00,2019-06-07T15:00:00-04:00,VFR,Pattern
S02080,811AX,I076,2019-06-07T13:00:00-04:00,2019-06-07T15:00:00-04:00,VFR,Pattern
S01999,133CZ,I080,2019-06-07T15:00:00-04:00,2019-06-07T17:00:00-04:00,VFR,Pattern
S02198,426JQ,I057,2019-06-07T15:00:00-04:00,2019-06-07T17:00:00-04:00,VFR,Pattern
S02275,426JQ,I077,2019-06-07T11:00:00-04:00,2019-06-07T14:00:00-04:00,VFR,Practice Area
S01891,811AX,I076,2019-06-07T15:00:00-04:00,2019-06-07T17:00:00-04:00,VFR,Pattern
S02314,811AX,I057,2019-06-07T17:00:00-04:00,2019-06-07T19:00:00-04:00,VFR,Pattern
S02311,133CZ,I080,2019-06-07T17:00:00-04:00,2019-06-07T19:00:00-04:00,VFR,Practice Area
S02007,811AX,I010,2019-06-07T08:00:00-04:00,2019-06-07T10:00:00-04:00,VFR,Pattern
S01542,217PQ,I097,2019-06-07T11:00:00-04:00,2019-06-07T14:00:00-04:00,VFR,Practice Area
S01951,133CZ,I003,2019-06-07T08:00:00-04:00,2019-06-07T10:00:00-04:00,VFR,Pattern
S01848,684TM,I072,2019-06-07T15:00:00-04:00,2019-06-07T17:00:00-04:00,VFR,Practice Area
S01914,217PQ,I060,2019-06-07T14:00:00-04:00,2019-06-07T16:00:00-04:00,VFR,Pattern
S01427,217PQ,I032,2019-06-07T16:00:00-04:00,2019-06-07T18:00:00-04:00,VFR,Pattern
S02014,684TM,I060,2019-06-07T17:00:00-04:00,2019-06-07T19:00:00-04:00,VFR,Pattern
S01877,684TM,I010,2019-06-07T11:00:00-04:00,2019-06-07T13:00:00-04:00,VFR,Practice Area
S02286,684TM,I003,2019-06-07T13:00:00-04:00,2019-06-07T15:00:00-04:00,VFR,Pattern
S01348,811AX,I061,2019-06-08T09:00:00-04:00,2019-06-08T11:00:00-04:00,VFR,Pattern
S01615,133CZ,I072,2019-06-08T09:00:00-04:00,2019-06-08T12:00:00-04:00,VFR,Practice Area
S01462,811AX,I057,2019-06-08T11:00:00-04:00,2019-06-08T13:00:00-04:00,VFR,Practice Area
S01479,133CZ,I080,2019-06-08T12:00:00-04:00,2019-06-08T14:00:00-04:00,VFR,Pattern
S01139,811AX,I072,2019-06-08T13:00:00-04:00,2019-06-08T15:00:00-04:00,VFR,Pattern
S01556,133CZ,I057,2019-06-08T14:00:00-04:00,2019-06-08T16:00:00-04:00,VFR,Pattern
S00818,811AX,I061,2019-06-08T15:00:00-04:00,2019-06-08T17:00:00-04:00,VFR,Pattern
S01909,133CZ,I080,2019-06-08T16:00:00-04:00,2019-06-08T18:00:00-04:00,VFR,Pattern
S01411,811AX,I057,2019-06-08T17:00:00-04:00,2019-06-08T19:00:00-04:00,VFR,Pattern
S00935,217PQ,I053,2019-06-08T09:00:00-04:00,2019-06-08T12:00:00-04:00,VFR,Practice Area
S01552,446BU,I061,2019-06-08T11:00:00-04:00,2019-06-08T14:00:00-04:00,VFR,Practice Area
S01812,254SE,I053,2019-06-08T12:00:00-04:00,2019-06-08T15:00:00-04:00,VFR,Practice Area
